name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
EF Playa Tamarindo,コスタリカ,プラヤ・タマリンド,コスタリカのプラヤ・タマリンドに位置する。世界最大の語学教育機関EF Education Firstの校舎。60年以上の歴史と最先端のEFメソッドで効率的な語学習得をサポート。一般スペイン語と会話力強化を中心に実践的なコミュニケーション力を養成。宿泊手配対応、アクティビティ充実。授業料は週220〜380USD（スタンダード帯）。放課後のアクティビティや文化体験プログラムも充実している。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポートしている。,"general,conversation",standard,220,380,"activities,accommodation",https://www.ef.com/,"Playa Tamarindo, Guanacaste",FALSE,1965,282,10,1,71,18,18,info@ef-playa-tamarindo.example.com,+506-63-2635244,,35.1181,-50.9895,spanish,,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
COINED Santiago,チリ,サンティアゴ,チリのサンティアゴに位置する語学学校。一般スペイン語と会話力強化を中心に実践的なコミュニケーション力を養成。少人数制クラス、宿泊手配対応、アクティビティ充実。授業料は週160〜270USD（リーズナブル帯）。放課後のアクティビティや文化体験プログラムも充実している。集中コースも用意しており短期間での語学力向上を目指せる。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポートしている。,"general,conversation,intensive",budget,160,270,"small-class,activities,accommodation",https://www.coined.com/,"Padre Mariano 82, Providencia, Santiago",FALSE,2011,100,10,1,11,18,6,info@coined-santiago.example.com,+56-49-9937907,,12.7731,-23.1879,spanish,,"wifi,lounge,study-room,library","homestay,hostel",TRUE,2
ELS Language Centers Miami,アメリカ,マイアミ,カリブ海とラテン文化が融合した国際都市で年中温暖なビーチリゾートに位置する。アメリカの大手語学学校ELSの校舎。全米60以上の大学と提携した進学パスウェイが最大の特徴で大学進学に強い。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週310〜480USD（スタンダード帯）。世界最大の経済大国で多様な文化と大学教育が充実。世界中から学生が集まる多様性に富んだ学習環境で国際感覚を養える。,"general,exam-prep,intensive",standard,310,480,"certificate,activities,accommodation",https://www.els.edu/,"1865 Brickell Avenue, Miami FL 33129",FALSE,1961,385,11,14,29,18,23,info@els-language-centers-miami.example.com,+1-896-9265027,,25.756,-80.1997,english,,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence,shared-apartment",TRUE,2
Embassy English Hastings,イギリス,ヘイスティングス,イギリスのヘイスティングスに位置する。Study Group運営のEmbassy Englishの校舎。大学キャンパスとの連携が強く進学パスウェイが特に充実。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。宿泊手配対応、アクティビティ充実。授業料は週250〜400USD（リーズナブル帯）。英語発祥の地でヨーロッパ各国へのアクセスも良好。放課後のアクティビティや文化体験プログラムも充実している。,"general,exam-prep,conversation",budget,250,400,"activities,accommodation",https://www.embassyenglish.com/,"Gensing Manor, Dordrecht Way, Hastings TN34 1BA",FALSE,1972,195,17,10,19,18,7,info@embassy-english-hastings.example.com,+44-13-1770-2843,,-4.9852,89.3641,english,ialc,"wifi,lounge,study-room,library","homestay,hostel",TRUE,2
Kaplan International Auckland NZ,ニュージーランド,オークランド,帆の街と称されるニュージーランド最大の都市で海と火山に囲まれた国際都市に位置する。80年以上の教育実績を持つ世界的語学学校チェーンKaplanの校舎。独自のK+学習システムで授業内外の効率的な語学学習を実現。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、資格取得対応。授業料は週290〜440USD（スタンダード帯）。大自然と治安の良さが魅力の南半球の留学先。,"general,exam-prep,business,intensive",standard,290,440,"online-support,activities,accommodation,certificate",https://www.kaplaninternational.com/nz/auckland,"10 Titoki Street, Parnell, Auckland 1052",FALSE,1938,314,10,19,75,18,20,info@kaplan-international-auckland-nz.example.com,+64-7-2965-3575,,-37.7813,175.2697,english,nzqa,"wifi,lounge,study-room,library,computer-lab,kitchen","homestay,student-residence,shared-apartment",TRUE,1
Pier Manila Language Centre,フィリピン,Manila,フィリピンのダバオに位置する語学学校。治安の良い環境で安心して学べる。一般英語と専門分野の英語が学べる。格安でマンツーマンレッスン受講可能。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。宿泊手配にも対応。資格取得にも対応。授業料は週407〜526USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,business,intensive",premium,407,526,"activities,accommodation,certificate",https://www.piermanilalanguagecentre.com,"Language Centre, Manila, フィリピン",FALSE,2009,357,10,25,59,18,23,info@pier-manila-language-centre.example.com,+63-6-444537846,,-44.6035,-140.93,english,,"wifi,lounge,study-room,library,kitchen","homestay,student-residence,shared-apartment,studio",TRUE,1
Ocean Clark English Academy,フィリピン,Clark,セブの語学学校チェーン。スパルタコースで短期集中学習も可能。TOEIC・TOEFL対策に特化。講師の質が高く学習効果が期待できる。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。少人数制クラスで丁寧な指導。宿泊手配にも対応。授業料は週251〜310USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,conversation,intensive",budget,251,310,"small-class,activities,accommodation",https://www.oceanclarkenglishacademy.com,"Language Centre, Clark, フィリピン",FALSE,2015,207,9,30,14,18,15,info@ocean-clark-english-academy.example.com,+63-2-401492134,,26.6086,-68.4794,english,eaquals,"wifi,lounge,study-room,library","homestay,hostel",TRUE,1
Metro Davao English School,フィリピン,Davao,フィリピンの人気留学地に位置する語学学校。格安の授業料でマンツーマンレッスンが受けられる。初心者向けコースが充実している。宿泊施設併設で留学生活に最適。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週270〜348USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,intensive",budget,270,348,"small-class,online-support,activities",https://www.metrodavaoenglishschool.com,"Language Centre, Davao, フィリピン",FALSE,1997,328,8,26,15,18,27,info@metro-davao-english-school.example.com,+63-7-819979085,,-47.4808,165.2282,english,,"wifi,lounge,library,computer-lab",,FALSE,1
Vista Bacolod English Academy,フィリピン,Bacolod,フィリピンのダバオに位置する語学学校。治安の良い環境で安心して学べる。一般英語と専門分野の英語が学べる。格安でマンツーマンレッスン受講可能。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート完備。宿泊手配にも対応。授業料は週312〜461USD（スタンダード帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business",standard,312,461,"online-support,certificate,accommodation",https://www.vistabacolodenglishacademy.com,"Language Centre, Bacolod, フィリピン",FALSE,2015,299,10,33,7,18,19,info@vista-bacolod-english-academy.example.com,+63-6-585068376,,-11.421,-81.5818,english,,"wifi,lounge,study-room,computer-lab,kitchen","homestay,student-residence",TRUE,1
Visayas Bacolod English Institute,フィリピン,Bacolod,フィリピン最大級の語学学校。ビジネス英語とIELTS試験対策が特徴。学校内に宿泊施設があり24時間サポート。アクティビティも充実している。一般英語に加えIELTSやTOEFLなどの試験対策コースも提供。少人数制クラスで丁寧な指導。宿泊手配にも対応。授業料は週389〜587USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep",premium,389,587,"small-class,accommodation,activities",https://www.visayasbacolodenglishinstitute.com,"Language Centre, Bacolod, フィリピン",FALSE,2003,319,8,46,31,18,26,info@visayas-bacolod-english-institute.example.com,+63-3-270561768,,21.561,-37.8481,english,,"wifi,lounge,library,garden","homestay,student-residence,shared-apartment,studio,hotel",FALSE,1
Quest Bacolod English Academy,フィリピン,Bacolod,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語に加えIELTSやTOEFLなどの試験対策コースも提供。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週400〜501USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,conversation",premium,400,501,"small-class,online-support,activities",https://www.questbacolodenglishacademy.com,"Language Centre, Bacolod, フィリピン",FALSE,1985,176,8,45,57,16,14,info@quest-bacolod-english-academy.example.com,+63-8-577784163,,-42.0188,-52.3009,english,,"wifi,lounge,study-room,library,kitchen,cafe",,FALSE,1
Iloilo Global English Academy,フィリピン,Iloilo,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週407〜539USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,business,intensive",premium,407,539,"small-class,online-support,activities",https://www.iloiloglobalenglishacademy.com,"Language Centre, Iloilo, フィリピン",FALSE,1985,226,10,49,41,18,15,info@iloilo-global-english-academy.example.com,+63-6-880089324,,50.2911,-88.4376,english,eaquals,"wifi,lounge,library,kitchen,garden",,FALSE,1
Bright Dumaguete Language Academy,フィリピン,Dumaguete,セブの語学学校チェーン。スパルタコースで短期集中学習も可能。TOEIC・TOEFL対策に特化。講師の質が高く学習効果が期待できる。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。少人数制クラスで丁寧な指導。資格取得にも対応。授業料は週200〜391USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,intensive",budget,200,391,"small-class,activities,certificate",https://www.brightdumaguetelanguageacademy.com,"Language Centre, Dumaguete, フィリピン",FALSE,2003,160,7,47,5,18,15,info@bright-dumaguete-language-academy.example.com,+63-5-528041376,,3.8394,-4.073,english,,"wifi,lounge,library",,FALSE,1
Pier Davao Language Centre,フィリピン,Davao,フィリピンの人気留学地に位置する語学学校。格安の授業料でマンツーマンレッスンが受けられる。初心者向けコースが充実している。宿泊施設併設で留学生活に最適。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート完備。授業料は週345〜396USD（スタンダード帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business",standard,345,396,"online-support,activities",https://www.pierdavaolanguagecentre.com,"Language Centre, Davao, フィリピン",FALSE,1993,205,11,29,5,16,12,info@pier-davao-language-centre.example.com,+63-6-322914041,,18.9539,-153.4974,english,,"wifi,lounge,study-room,kitchen",,FALSE,1
Pearl Baguio Language Academy,フィリピン,Baguio,フィリピン最大級の語学学校。ビジネス英語とIELTS試験対策が特徴。学校内に宿泊施設があり24時間サポート。アクティビティも充実している。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。オンライン学習サポート完備。宿泊手配にも対応。授業料は週335〜384USD（スタンダード帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,conversation,intensive",standard,335,384,"online-support,certificate,accommodation",https://www.pearlbaguiolanguageacademy.com,"Language Centre, Baguio, フィリピン",FALSE,1992,400,10,25,11,16,26,info@pearl-baguio-language-academy.example.com,+63-6-366908397,,4.1134,116.113,english,,"wifi,lounge,study-room,library,computer-lab,kitchen","homestay,student-residence,shared-apartment",TRUE,1
Philippine Bacolod Language Institute,フィリピン,Bacolod,フィリピンの人気留学地に位置する語学学校。格安の授業料でマンツーマンレッスンが受けられる。初心者向けコースが充実している。宿泊施設併設で留学生活に最適。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。少人数制クラスで丁寧な指導。資格取得にも対応。授業料は週271〜349USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,conversation,intensive",budget,271,349,"small-class,activities,certificate",https://www.philippinebacolodlanguageinstitute.com,"Language Centre, Bacolod, フィリピン",FALSE,2011,302,6,47,5,16,33,info@philippine-bacolod-language-institute.example.com,+63-6-872441899,,45.0938,38.6369,english,,"wifi,lounge,study-room,library",,TRUE,1
Pier Subic Language Centre,フィリピン,Subic,セブの語学学校チェーン。スパルタコースで短期集中学習も可能。TOEIC・TOEFL対策に特化。講師の質が高く学習効果が期待できる。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週215〜312USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,business,intensive",budget,215,312,"small-class,online-support,activities",https://www.piersubiclanguagecentre.com,"Language Centre, Subic, フィリピン",FALSE,2014,123,8,50,14,16,10,info@pier-subic-language-centre.example.com,+63-7-422231884,,-19.0239,-172.8432,english,,"wifi,lounge,study-room,library",,FALSE,1
Quest Baguio English Academy,フィリピン,Baguio,フィリピンの人気留学地に位置する語学学校。格安の授業料でマンツーマンレッスンが受けられる。初心者向けコースが充実している。宿泊施設併設で留学生活に最適。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。少人数制クラスで丁寧な指導。宿泊手配にも対応。授業料は週231〜300USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,conversation",budget,231,300,"small-class,accommodation,activities",https://www.questbaguioenglishacademy.com,"Language Centre, Baguio, フィリピン",FALSE,2000,145,8,35,12,18,12,info@quest-baguio-english-academy.example.com,+63-5-770161793,,26.9317,84.6417,english,,"wifi,lounge,study-room,library","homestay,hostel",TRUE,1
Coral Iloilo Language School,フィリピン,Iloilo,フィリピン最大級の語学学校。ビジネス英語とIELTS試験対策が特徴。学校内に宿泊施設があり24時間サポート。アクティビティも充実している。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。宿泊手配にも対応。資格取得にも対応。授業料は週305〜437USD（スタンダード帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,conversation",standard,305,437,"certificate,activities,accommodation",https://www.coraliloilolanguageschool.com,"Language Centre, Iloilo, フィリピン",FALSE,1989,270,12,38,9,18,15,info@coral-iloilo-language-school.example.com,+63-5-838835604,,-29.44,15.1327,english,,"wifi,lounge,study-room,library,kitchen","homestay,student-residence",FALSE,1
Tropical Manila English Academy,フィリピン,Manila,セブの語学学校チェーン。スパルタコースで短期集中学習も可能。TOEIC・TOEFL対策に特化。講師の質が高く学習効果が期待できる。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配にも対応。資格取得にも対応。授業料は週274〜396USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,intensive",budget,274,396,"activities,accommodation,certificate",https://www.tropicalmanilaenglishacademy.com,"Language Centre, Manila, フィリピン",FALSE,1995,211,14,29,8,18,10,info@tropical-manila-english-academy.example.com,+63-8-918417369,,0.4725,-102.143,english,,"wifi,lounge,study-room,library","homestay,hostel",TRUE,1
Boracay Iloilo Language Academy,フィリピン,Iloilo,フィリピン最大級の語学学校。ビジネス英語とIELTS試験対策が特徴。学校内に宿泊施設があり24時間サポート。アクティビティも充実している。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。資格取得にも対応。授業料は週380〜504USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,intensive",premium,380,504,"small-class,activities,certificate",https://www.boracayiloilolanguageacademy.com,"Language Centre, Iloilo, フィリピン",FALSE,2001,197,7,37,59,18,18,info@boracay-iloilo-language-academy.example.com,+63-7-360069967,,-21.6227,-125.034,english,ialc,"wifi,lounge,study-room,library,computer-lab,kitchen,cafe,gym",,FALSE,1
Subic Pacific English,フィリピン,Subic,フィリピン最大級の語学学校。ビジネス英語とIELTS試験対策が特徴。学校内に宿泊施設があり24時間サポート。アクティビティも充実している。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週371〜456USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,intensive",premium,371,456,"small-class,japanese-staff,activities",https://www.subicpacificenglish.com,"Language Centre, Subic, フィリピン",FALSE,2008,278,7,41,39,18,26,info@subic-pacific-english.example.com,+63-4-453842446,,16.7515,129.8623,english,,"wifi,lounge,computer-lab",,TRUE,1
Visayas Iloilo English Institute,フィリピン,Iloilo,フィリピンのダバオに位置する語学学校。治安の良い環境で安心して学べる。一般英語と専門分野の英語が学べる。格安でマンツーマンレッスン受講可能。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート完備。授業料は週220〜334USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,intensive",budget,220,334,"online-support,activities",https://www.visayasiloiloenglishinstitute.com,"Language Centre, Iloilo, フィリピン",FALSE,2000,168,18,36,8,18,6,info@visayas-iloilo-english-institute.example.com,+63-7-385176050,,57.4277,-102.1216,english,,"wifi,lounge,study-room,library",,FALSE,1
Sunburst Dumaguete English School,フィリピン,Dumaguete,フィリピンの人気留学地に位置する語学学校。格安の授業料でマンツーマンレッスンが受けられる。初心者向けコースが充実している。宿泊施設併設で留学生活に最適。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。オンライン学習サポート完備。宿泊手配にも対応。授業料は週273〜316USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,business,intensive",budget,273,316,"online-support,certificate,accommodation",https://www.sunburstdumagueteenglishschool.com,"Language Centre, Dumaguete, フィリピン",FALSE,2007,103,14,32,10,18,4,info@sunburst-dumaguete-english-school.example.com,+63-3-365850333,,32.7598,105.3722,english,,"wifi,lounge,study-room,library","homestay,hostel",FALSE,1
Mindanao Clark Language School,フィリピン,Clark,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート完備。宿泊手配にも対応。授業料は週410〜516USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business",premium,410,516,"online-support,certificate,accommodation",https://www.mindanaoclarklanguageschool.com,"Language Centre, Clark, フィリピン",FALSE,1991,381,11,35,59,16,23,info@mindanao-clark-language-school.example.com,+63-4-722148811,,-33.1005,95.184,english,ialc,"wifi,lounge,study-room,library,computer-lab,kitchen,cafe,garden","homestay,student-residence,shared-apartment,studio",FALSE,1
Clark International English,フィリピン,Clark,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週250〜396USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,business,intensive",budget,250,396,"small-class,online-support,activities",https://www.clarkinternationalenglish.com,"Language Centre, Clark, フィリピン",FALSE,1995,332,9,43,15,16,24,info@clark-international-english.example.com,+63-4-772196306,,19.1495,128.7932,english,,"wifi,lounge,study-room,library,computer-lab,kitchen",,TRUE,1
Sunrise Dumaguete English Centre,フィリピン,Dumaguete,フィリピン最大級の語学学校。ビジネス英語とIELTS試験対策が特徴。学校内に宿泊施設があり24時間サポート。アクティビティも充実している。一般英語に加えIELTSやTOEFLなどの試験対策コースも提供。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週213〜393USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,intensive",budget,213,393,"small-class,japanese-staff,activities",https://www.sunrisedumagueteenglishcentre.com,"Language Centre, Dumaguete, フィリピン",FALSE,2003,133,7,46,10,16,12,info@sunrise-dumaguete-english-centre.example.com,+63-4-424963220,,27.5387,-106.2302,english,ialc,"wifi,lounge,study-room,library",,FALSE,1
Coral Dumaguete Language School,フィリピン,Dumaguete,フィリピンのダバオに位置する語学学校。治安の良い環境で安心して学べる。一般英語と専門分野の英語が学べる。格安でマンツーマンレッスン受講可能。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。宿泊手配にも対応。資格取得にも対応。授業料は週223〜358USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,conversation",budget,223,358,"activities,accommodation,certificate",https://www.coraldumaguetelanguageschool.com,"Language Centre, Dumaguete, フィリピン",FALSE,1992,266,18,28,10,18,9,info@coral-dumaguete-language-school.example.com,+63-4-510571975,,-39.2663,-165.5119,english,eaquals,"wifi,lounge,study-room","homestay,hostel",TRUE,1
Subic International English,フィリピン,Subic,セブの語学学校チェーン。スパルタコースで短期集中学習も可能。TOEIC・TOEFL対策に特化。講師の質が高く学習効果が期待できる。一般英語に加えIELTSやTOEFLなどの試験対策コースも提供。オンライン学習サポート完備。宿泊手配にも対応。授業料は週218〜400USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,intensive",budget,218,400,"online-support,certificate,activities,accommodation",https://www.subicinternationalenglish.com,"Language Centre, Subic, フィリピン",FALSE,2009,303,14,39,12,16,14,info@subic-international-english.example.com,+63-7-958131707,,-19.4707,119.4717,english,,"wifi,lounge,library,computer-lab,kitchen","homestay,hostel",FALSE,1
Sunburst Bacolod English School,フィリピン,Bacolod,フィリピンのダバオに位置する語学学校。治安の良い環境で安心して学べる。一般英語と専門分野の英語が学べる。格安でマンツーマンレッスン受講可能。一般英語コースを中心に初心者から上級者まで幅広いレベルに対応。オンライン学習サポート完備。宿泊手配にも対応。授業料は週388〜544USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,business,intensive",premium,388,544,"online-support,certificate,accommodation",https://www.sunburstbacolodenglishschool.com,"Language Centre, Bacolod, フィリピン",FALSE,1991,176,10,41,55,18,11,info@sunburst-bacolod-english-school.example.com,+63-7-187779724,,-31.0982,-51.0671,english,,"wifi,lounge,computer-lab,kitchen,cafe,garden","homestay,student-residence,studio,hotel",TRUE,1
Sunrise Bacolod English Centre,フィリピン,Bacolod,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語に加えIELTSやTOEFLなどの試験対策コースも提供。オンライン学習サポート完備。授業料は週403〜470USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,conversation",premium,403,470,"online-support,activities",https://www.sunrisebacolodenglishcentre.com,"Language Centre, Bacolod, フィリピン",FALSE,2008,240,8,36,60,18,20,info@sunrise-bacolod-english-centre.example.com,+63-7-633310806,,-42.8349,100.8817,english,ialc,"wifi,lounge,library,computer-lab,cafe",,FALSE,1
Pioneer Iloilo Language School,フィリピン,Iloilo,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週386〜593USD（プレミアム帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business",premium,386,593,"small-class,japanese-staff,activities",https://www.pioneeriloilolanguageschool.com,"Language Centre, Iloilo, フィリピン",FALSE,1997,301,6,41,34,18,33,info@pioneer-iloilo-language-school.example.com,+63-3-907590365,,29.6507,-172.9118,english,,"wifi,lounge,study-room,library,cafe,garden",,TRUE,1
Horizon Cebu Language Centre,フィリピン,Cebu,フィリピンの人気留学地に位置する語学学校。格安の授業料でマンツーマンレッスンが受けられる。初心者向けコースが充実している。宿泊施設併設で留学生活に最適。一般英語に加えIELTSやTOEFLなどの試験対策コースも提供。オンライン学習サポート完備。宿泊手配にも対応。授業料は週310〜475USD（スタンダード帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep",standard,310,475,"online-support,certificate,activities,accommodation",https://www.horizoncebulanguagecentre.com,"Language Centre, Cebu, フィリピン",FALSE,2014,244,14,48,12,16,11,info@horizon-cebu-language-centre.example.com,+63-8-267341049,,-34.8108,-132.3779,english,,"wifi,lounge,library,computer-lab,kitchen","homestay,student-residence",TRUE,1
Ocean Subic English Academy,フィリピン,Subic,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。資格取得にも対応。授業料は週266〜381USD（リーズナブル帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,conversation",budget,266,381,"small-class,activities,certificate",https://www.oceansubicenglishacademy.com,"Language Centre, Subic, フィリピン",FALSE,1990,317,9,47,15,18,23,info@ocean-subic-english-academy.example.com,+63-2-860896227,,-45.06,-125.8755,english,,"wifi,lounge,library",,FALSE,1
Manila Excellence English,フィリピン,Manila,フィリピン有数のリゾート地にある語学学校。海を眺めながら英語が学べる。少人数制クラスで講師との関係が深い。放課後のアクティビティで観光も満喫できる。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。資格取得にも対応。授業料は週347〜473USD（スタンダード帯）。マンツーマンレッスンが主流で格安留学先として日本人に人気。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business",standard,347,473,"small-class,activities,certificate",https://www.manilaexcellenceenglish.com,"Language Centre, Manila, フィリピン",FALSE,1995,347,6,27,9,18,38,info@manila-excellence-english.example.com,+63-5-643009620,,-47.5757,-165.4987,english,ialc,"wifi,lounge,study-room,library",,TRUE,1
