slug,name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
kings-london,Kings London,イギリス,ロンドン,"<p>イギリス・ロンドンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週55,335〜87,265円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",premium,55335,87265,"activities,small-class",https://www.kingseducation.com/,"London, England",FALSE,,375,9,11,28,16,20,info@kings-london.example.com,+44-42-5742-6375,,51.5079,-0.1316,english,british-council,"wifi,lounge,study-room",,FALSE,1
st-giles-highgate-london,St Giles Highgate London,イギリス,ロンドン,"<p>イギリス・ロンドンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週44,640〜75,330円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",premium,44640,75330,"activities,accommodation",https://www.stgiles.co.uk/,"London, England",FALSE,,731,14,3,18,16,26,info@st-giles-highgate-london.example.com,+44-44-8259-7947,,51.5036,-0.1313,english,british-council,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
st-giles-eastbourne-eastbourne,St Giles Eastbourne,イギリス,Eastbourne,"<p>イギリス・Eastbourneに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週54,715〜78,585円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive,business",premium,54715,78585,"activities,accommodation,small-class",https://www.stgiles.co.uk/,"Eastbourne, England",FALSE,,423,6,4,36,18,35,info@st-giles-eastbourne.example.com,+44-10-3972-3347,,,,english,british-council,"wifi,lounge,study-room,computer-lab","homestay,student-residence",TRUE,1
st-giles-brighton-brighton,St Giles Brighton,イギリス,Brighton,"<p>イギリス・Brightonに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週51,460〜83,700円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",standard,51460,83700,activities,https://www.stgiles.co.uk/,"Brighton, England",FALSE,,256,14,10,29,16,9,info@st-giles-brighton.example.com,+44-54-7022-2882,,,,english,british-council,"wifi,lounge,study-room,computer-lab",,FALSE,1
st-giles-cambridge-cambridge,St Giles Cambridge,イギリス,Cambridge,"<p>イギリス・Cambridgeに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週50,065〜87,730円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",premium,50065,87730,"activities,small-class",https://www.stgiles.co.uk/,"Cambridge, England",FALSE,,635,6,3,21,18,52,info@st-giles-cambridge.example.com,+44-26-1982-6400,,,,english,british-council,"wifi,lounge,study-room,library",,FALSE,1
stafford-house-cambridge-cambridge,Stafford House Cambridge,イギリス,Cambridge,"<p>イギリス・Cambridgeに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週55,335〜75,485円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,intensive",premium,55335,75485,"activities,accommodation,small-class",https://www.staffordhouse.com/,"Cambridge, England",FALSE,,614,10,11,22,16,30,info@stafford-house-cambridge.example.com,+44-65-8398-4743,,,,english,british-council,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
worcester-school-of-english-worcester,Worcester School of English,イギリス,Worcester,"<p>イギリス・Worcesterに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週52,235〜89,590円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,exam-prep,intensive,business",standard,52235,89590,"activities,accommodation",https://www.worcester-school.com/,"Worcester, England",FALSE,,181,10,9,21,18,9,info@worcester-school-of-english.example.com,+44-66-2204-2323,,,,english,british-council,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
langports-sunshine-coast-sunshine-coast,Langports Sunshine Coast,オーストラリア,Sunshine Coast,"<p>オーストラリア・Sunshine Coastに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週39,060〜65,720円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,exam-prep",standard,39060,65720,"activities,accommodation,small-class",https://www.langports.com/,"Sunshine Coast, Queensland",FALSE,2004,421,6,4,19,18,35,info@langports-sunshine-coast.example.com,+61-67-6931-9408,,,,english,neas,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
impact-english-melbourne,Impact English Melbourne,オーストラリア,メルボルン,"<p>オーストラリア・メルボルンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週46,810〜59,675円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,intensive,business",standard,46810,59675,"activities,small-class",https://www.impactenglish.edu.au/,"Melbourne, Victoria",FALSE,2008,388,8,14,15,18,24,info@impact-english-melbourne.example.com,+61-28-3129-9850,,-37.8119,144.9694,english,neas,"wifi,lounge,study-room,computer-lab",,FALSE,1
impact-english-brisbane,Impact English Brisbane,オーストラリア,ブリスベン,"<p>オーストラリア・ブリスベンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週46,965〜62,775円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive",standard,46965,62775,"activities,accommodation",https://www.impactenglish.edu.au/,"Brisbane, Queensland",FALSE,2008,526,14,12,27,16,18,info@impact-english-brisbane.example.com,+61-68-2501-4475,,-27.4751,153.0224,english,neas,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
lsnz-christchurch,LSNZ Christchurch,ニュージーランド,クライストチャーチ,"<p>ニュージーランド・クライストチャーチに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週52,080〜70,835円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",standard,52080,70835,"activities,accommodation",https://www.lsnz.co.nz/,"Christchurch, New Zealand",FALSE,,700,11,8,49,18,31,info@lsnz-christchurch.example.com,+64-85-3531-7797,,,,english,nzqa,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
the-campbell-institute-wellington,The Campbell Institute Wellington,ニュージーランド,ウェリントン,"<p>ニュージーランド・ウェリントンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週49,755〜74,555円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,exam-prep",standard,49755,74555,"activities,accommodation,small-class,certificate",https://www.campbell.ac.nz/,"104 Dixon Street, Te Aro, Wellington, New Zealand",FALSE,,389,9,2,35,16,21,info@the-campbell-institute-wellington.example.com,+64-92-2035-8606,,-41.2777,174.7684,english,nzqa,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
english-language-academy-university-of-auckland,English Language Academy University of Auckland,ニュージーランド,オークランド,"<p>ニュージーランド・オークランドにある大学附属の英語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な英語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週36,580〜80,290円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,conversation",standard,36580,80290,"activities,small-class,certificate",https://www.ela.auckland.ac.nz/,"Auckland, New Zealand",FALSE,,993,6,9,29,18,82,info@english-language-academy-university-of-auckland.example.com,+64-81-6992-2479,,-36.8392,174.7592,english,nzqa,"wifi,lounge,study-room,library,computer-lab,cafe",,FALSE,1
auckland-english-academy,Auckland English Academy,ニュージーランド,オークランド,"<p>ニュージーランド・オークランドに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週46,655〜66,340円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive",standard,46655,66340,"activities,accommodation,small-class,certificate",https://english.co.nz/,"Auckland, New Zealand",FALSE,1988,601,6,11,33,18,50,info@auckland-english-academy.example.com,+64-63-3877-4289,,-36.8456,174.7595,english,nzqa,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
north-shore-language-school,North Shore Language School,ニュージーランド,オークランド,"<p>ニュージーランド・オークランドに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週45,415〜73,005円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",standard,45415,73005,"activities,accommodation",https://www.nsls.ac.nz/,"Auckland, New Zealand",FALSE,,200,14,13,33,16,7,info@north-shore-language-school.example.com,+64-87-6772-4588,,-36.8448,174.7682,english,nzqa,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
ace-seattle-pacific-university,A.C.E. Seattle Pacific University,アメリカ,シアトル,"<p>アメリカ・シアトルにある大学附属の英語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な英語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週48,360〜70,060円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",premium,48360,70060,"activities,small-class,certificate",,"Seattle, Washington",FALSE,,1713,8,9,39,18,107,info@a-c-e-seattle-pacific-university.example.com,+1-23-4886-7248,,47.6022,-122.3229,english,other,"wifi,lounge,study-room,library,computer-lab,cafe",,FALSE,1
columbia-school-of-english-portland,Columbia School of English Portland,アメリカ,ポートランド,"<p>アメリカ・ポートランドに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週49,755〜71,920円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>",general,standard,49755,71920,"activities,accommodation,small-class",,"Portland, Oregon",FALSE,,230,10,15,46,16,11,info@columbia-school-of-english-portland.example.com,+1-39-8555-5161,,,,english,other,"wifi,lounge,study-room,computer-lab","homestay,student-residence",TRUE,1
language-consultants-international-denver,Language Consultants International Denver,アメリカ,デンバー,"<p>アメリカ・デンバーに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週55,800〜88,970円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",premium,55800,88970,"activities,accommodation,small-class,certificate",,"Denver, Colorado",FALSE,,594,6,14,43,16,49,info@language-consultants-international-denver.example.com,+1-98-5906-1474,,,,english,other,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
mila-academy-miami,MILA Academy Miami,アメリカ,マイアミ,"<p>アメリカ・マイアミに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週45,880〜89,590円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,business",standard,45880,89590,"activities,small-class",https://milausa.com/en/home/,"Miami, Florida",FALSE,,308,6,9,40,16,25,info@mila-academy-miami.example.com,+1-52-9742-7226,,25.7546,-80.1844,english,other,"wifi,lounge,study-room,library",,FALSE,1
language-on-miami,Language On Miami,アメリカ,マイアミ,"<p>アメリカ・マイアミに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週60,450〜75,640円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,business",premium,60450,75640,"activities,accommodation,small-class,certificate",,"Miami Beach, Florida",FALSE,,542,7,15,45,18,38,info@language-on-miami.example.com,+1-59-3492-9115,,25.7713,-80.197,english,other,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
ef-san-diego,EF San Diego,アメリカ,サンディエゴ,"<p>アメリカ・サンディエゴに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週53,475〜80,445円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",premium,53475,80445,activities,https://www.ef.com/wwen/pg/usa/,"San Diego, California",FALSE,,289,10,6,36,18,14,info@ef-san-diego.example.com,+1-10-5634-5891,,,,english,other,"wifi,lounge,study-room,library,computer-lab",,FALSE,1
talk-schools-usa-multiple,TALK Schools USA,アメリカ,Multiple,"<p>アメリカ・Multipleに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週61,690〜81,065円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",standard,61690,81065,"activities,accommodation",https://www.talk.edu/,Multiple locations,FALSE,,714,10,10,22,18,35,info@talk-schools-usa.example.com,+1-25-3522-9165,,,,english,other,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
berlitz-ottawa,Berlitz Ottawa,カナダ,オタワ,"<p>カナダ・オタワに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週39,060〜71,610円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,exam-prep,intensive,business",standard,39060,71610,"activities,small-class",https://www.berlitz.com/en-ca/,"Ottawa, Ontario",FALSE,,205,7,10,43,16,14,info@berlitz-ottawa.example.com,+1-36-5375-9998,,,,english,languages-canada,"wifi,lounge,study-room,computer-lab",,FALSE,1
berlitz-winnipeg,Berlitz Winnipeg,カナダ,ウィニペグ,"<p>カナダ・ウィニペグに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週46,655〜78,275円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",standard,46655,78275,activities,https://www.berlitz.com/en-ca/,"Winnipeg, Manitoba",FALSE,,657,12,12,50,16,27,info@berlitz-winnipeg.example.com,+1-68-2442-6153,,,,english,languages-canada,"wifi,lounge,study-room,library,computer-lab",,FALSE,1
berlitz-victoria,Berlitz Victoria,カナダ,ビクトリア,"<p>カナダ・ビクトリアに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週48,670〜71,610円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",standard,48670,71610,"activities,accommodation,small-class",https://www.berlitz.com/en-ca/,"Victoria, British Columbia",FALSE,,425,10,2,48,18,21,info@berlitz-victoria.example.com,+1-45-3973-8141,,,,english,languages-canada,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
berlitz-edmonton,Berlitz Edmonton,カナダ,エドモントン,"<p>カナダ・エドモントンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週50,375〜64,480円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,business",standard,50375,64480,"activities,accommodation",https://www.berlitz.com/en-ca/,"Edmonton, Alberta",FALSE,,461,15,8,46,18,15,info@berlitz-edmonton.example.com,+1-20-1653-8078,,,,english,languages-canada,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
berlitz-calgary,Berlitz Calgary,カナダ,カルガリー,"<p>カナダ・カルガリーに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週34,720〜68,045円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,intensive",standard,34720,68045,"activities,certificate",https://www.berlitz.com/en-ca/,"Calgary, Alberta",FALSE,,753,15,14,49,16,25,info@berlitz-calgary.example.com,+1-92-3441-5352,,,,english,languages-canada,"wifi,lounge,study-room,library",,FALSE,1
norquest-college-esl-edmonton,NorQuest College ESL Edmonton,カナダ,エドモントン,"<p>カナダ・エドモントンに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週51,150〜75,795円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive,business",standard,51150,75795,"activities,accommodation",https://www.norquest.ca/,"Edmonton, Alberta",FALSE,,233,11,5,15,18,10,info@norquest-college-esl-edmonton.example.com,+1-67-8699-5771,,,,english,languages-canada,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
macewan-university-esl-edmonton,MacEwan University ESL Edmonton,カナダ,エドモントン,"<p>カナダ・エドモントンにある大学附属の英語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な英語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週39,060〜77,810円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>",general,standard,39060,77810,"activities,accommodation,certificate",https://www.macewan.ca/,"Edmonton, Alberta",FALSE,,922,10,5,29,18,46,info@macewan-university-esl-edmonton.example.com,+1-67-8253-5871,,,,english,languages-canada,"wifi,lounge,study-room,computer-lab,library,cafe","homestay,student-residence",TRUE,1
international-gateway-kelowna,International Gateway Kelowna,カナダ,ケロウナ,"<p>カナダ・ケロウナに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週39,990〜59,365円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation",standard,39990,59365,"activities,small-class",,"Kelowna, British Columbia",FALSE,,652,6,15,45,18,54,info@international-gateway-kelowna.example.com,+1-53-4020-1841,,,,english,languages-canada,"wifi,lounge,study-room",,FALSE,1
canada-college-school-of-languages-montreal,Canada College School of Languages Montreal,カナダ,モントリオール,"<p>カナダ・モントリオールに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週40,145〜68,820円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,exam-prep,business",standard,40145,68820,"activities,accommodation,small-class",https://ccsl.ca/,"Montreal, Quebec",FALSE,,753,10,11,27,18,37,info@canada-college-school-of-languages-montreal.example.com,+1-39-6912-3939,,45.5065,-73.5718,english,languages-canada,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
lci-language-school-montreal,LCI Language School Montreal,カナダ,モントリオール,"<p>カナダ・モントリオールに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週43,710〜68,355円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",standard,43710,68355,activities,https://languages.lcieducation.com/,"Montreal, Quebec",FALSE,,634,14,10,50,18,22,info@lci-language-school-montreal.example.com,+1-55-8434-5438,,45.4978,-73.5657,english,languages-canada,"wifi,lounge,study-room,computer-lab",,FALSE,1
lci-language-school-vancouver,LCI Language School Vancouver,カナダ,バンクーバー,"<p>カナダ・バンクーバーに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週51,460〜76,725円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,intensive",standard,51460,76725,"activities,small-class",https://languages.lcieducation.com/,"Vancouver, British Columbia",FALSE,,498,8,11,15,16,31,info@lci-language-school-vancouver.example.com,+1-20-4954-7658,,49.2769,-123.1147,english,languages-canada,"wifi,lounge,study-room,library",,FALSE,1
mackdonald-language-academy,Mackdonald Language Academy,アイルランド,キルケニー,"<p>アイルランド・キルケニーに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週42,625〜73,160円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive",standard,42625,73160,"activities,accommodation,small-class",,"Kilkenny, Ireland",FALSE,,701,9,9,32,18,38,info@mackdonald-language-academy.example.com,+353-41-2419-5569,,,,english,acels,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
